CASE_NUMBER,CASE_STATUS,DECISION_DATE,SOC_TITLE,EMPLOYER_NAME,EMPLOYER_CITY,EMPLOYER_STATE,WORKSITE_CITY,WORKSITE_STATE,PREVAILING_WAGE
I-200-19025-043158,Certified,2019-02-05,"Software Developers, Applications","Cardinal Health, Inc.",Dublin,OH,Dublin,OH,87693.0
I-200-21091-189190,Certified,2021-04-07,"Software Developers, Applications",Data Solutions Inc.,Wixom,MI,Columbus,GA,80205.0
I-200-21160-381902,Certified,2021-06-16,Accountants And Auditors,Jingu North America Corporation,Plymouth,IN,Plymouth,IN,55078.0
I-200-21277-622809,Certified,2021-10-12,Computer Systems Engineers/Architects,Abbvie Inc.,North Chicago,IL,Mettawa,IL,76045.0
I-200-19053-206670,Certified,2019-02-28,"Software Developers, Applications","Uber Technologies, Inc.",San Francisco,CA,New York,NY,117624.0
I-200-22104-072681,Certified,2022-04-21,"Software Developers, Applications","Ekin Solutions, Inc.",Herndon,VA,Austin,TX,90750.0
I-200-23165-108348,Certified,2023-06-21,Information Technology Project Managers,Anunta Tech Inc.,Rockville,MD,Rockville,MD,101338.0
I-200-22052-917742,Certified,2022-02-28,Software Quality Assurance Engineers And Testers,"Brightside Benefit, Inc.",Chandler,AZ,Chandler,AZ,102669.0
I-200-19121-965811,Certified,2019-05-21,"Foreign Language And Literature Teachers, Postsecondary",Vanderbilt University,Nashville,TN,Nashville,TN,41360.0
I-200-20009-242742,Certified,2020-01-16,Civil Engineers,"Hvj Associates, Inc.",Houston,TX,Houston,TX,68162.0
I-200-23161-098004,Certified,2023-06-16,Commercial And Industrial Designers,L&T Technology Services Limited,Edison,NJ,Burr Ridge,IL,52853.0
I-200-20125-539018,Certified,2020-05-11,Web Developers,Tata Consultancy Services Limited,Rockville,MD,Englewood,CO,69514.0
I-200-20115-515572,Certified,2020-05-01,"Secondary School Teachers, Except Special And Career/Technical Education",Wilson County Schools,Wilson,NC,Wilson,NC,43773.0
I-200-19219-971013,Certified,2019-08-14,Web Developers,Tata Consultancy Services Limited,Rockville,MD,Philadelphia,PA,60237.0
I-200-19007-645452,Certified,2019-01-14,"Software Developers, Applications",Ernst & Young U.s. Llp,Secaucus,NJ,New York,NY,138861.0
I-200-19268-159462,Certified,2019-10-04,Computer Programmers,Capgemini America Inc.,Chicago,IL,Chicago,IL,93954.0
I-200-20065-378980,Certified,2020-03-12,Information Security Analysts,Intel Corporation,Santa Clara,CA,Folsom,CA,110344.0
I-200-20281-862315,Certified,2020-10-15,Computer Systems Analysts,Tata Consultancy Services Limited,Rockville,MD,Stow,MA,83928.0
I-200-22076-987751,Certified,2022-03-24,Financial Managers,Honeywell International Inc.,Charlotte,NC,Charlotte,NC,174096.0
I-200-21274-618466,Certified,2021-10-08,"Software Developers, Applications",Larsen & Toubro Infotech Limited,Edison,NJ,Bartlesville,OK,84822.0
I-200-19044-093112,Certified,2019-03-01,"Software Developers, Systems Software",Cray Inc.,Seattle,WA,Seattle,WA,83366.0
I-200-22069-967381,Certified,2022-03-17,"Software Developers, Applications",A9.Com Inc,Seattle,WA,Palo Alto,CA,157477.0
I-200-21127-297727,Certified,2021-05-14,"Software Developers, Systems Software","Cadence Design Systems, Inc.",San Jose,CA,San Jose,CA,170872.0
I-200-19023-725409,Certified,2019-01-30,Management Analyst,Infosys Limited,Richardson,TX,Atlanta,GA,120619.0
I-200-22162-270565,Certified,2022-06-17,Web Developers,Tata Consultancy Services Limited,Rockville,MD,Hartford,CT,59134.0
I-200-23159-092998,Certified,2023-06-15,Computer Network Architects,"Avant Systems, Inc.",Irving,TX,Austin,TX,122762.0
I-200-19067-473057,Certified,2019-03-20,Market Research Analysts And Marketing Specialists,"Braviant, Llc",Chicago,IL,Chicago,IL,49338.0
I-200-20140-584275,Certified - Withdrawn,2021-08-09,"Software Developers, Applications",The Cellular Connection Llc,Carmel,IN,Carmel,IN,76586.0
I-200-19136-122445,Certified,2019-05-22,"Software Developers, Applications","Javen Technologies, Inc.",Bloomington,MN,Eden Prairie,MN,78166.0
I-200-20085-434931,Certified,2020-04-01,"Health Specialties Teachers, Postsecondary",Trustees Of Boston University,Boston,MA,Boston,MA,111463.0
I-200-20351-962386,Certified,2020-12-22,Statisticians,Ernst & Young U.s. Llp,Secaucus,NJ,Atlanta,GA,77556.0
I-200-23034-748032,Certified,2023-02-10,Information Technology Project Managers,Amazon.com Services Llc,Seattle,WA,Boston,MA,60424.0
I-200-20052-339872,Certified,2020-02-27,Computer Systems Analysts,Cognizant Technology Solutions Us Corp,College Station,TX,Jersey City,NJ,92435.0
I-200-19075-467016,Certified,2019-03-27,"Software Developers, Applications","Amazon.com Services, Inc.",Seattle,WA,San Francisco,CA,121077.0
I-200-21039-062934,Certified,2021-02-16,Mechanical Engineers,"Ricardo, Inc.",Van Buren Township,MI,Van Buren Township,MI,82555.0
I-200-19217-657985,Certified,2019-08-09,Physical Therapists,"Ckc Holdings, Llc.",Carrollton,TX,Carrollton,TX,81182.0
I-200-22164-274364,Certified,2022-06-21,"Software Developers, Applications","Lowe's Companies, Inc.",Mooresville,NC,Charlotte,NC,85842.0
I-200-20062-367720,Certified,2020-03-09,Computer Systems Analysts,Cognizant Technology Solutions Us Corp,College Station,TX,Sunnyvale,CA,120390.0
I-200-19071-410472,Certified,2019-03-26,Industrial Engineers,Derprosa Specialty Films Usa Llc,Newark,DE,Chicago,IL,69410.0
I-200-19162-172420,Certified,2019-06-20,Materials Engineers,"Metallurgical Engineering Services, Inc.",Richardson,TX,Richardson,TX,69701.0
I-200-20311-902037,Certified,2020-11-16,Accountants And Auditors,Ernst & Young U.s. Llp,Secaucus,NJ,Brooklyn,NY,79314.0
I-200-20129-555833,Certified,2020-05-15,Software Quality Assurance Engineers And Testers,Berkley Insurance Company,Manassas,VA,Manassas,VA,78354.0
I-200-20029-282561,Certified,2020-02-05,Computer Systems Analysts,International Business Machines Corporation,Durham,NC,Wallingford,CT,69888.0
I-200-22111-091339,Certified,2022-04-27,"Software Developers, Applications",Slesha Inc,Irving,TX,Plano,TX,76898.0
I-200-22178-313756,Certified,2022-07-05,"Software Developers, Applications",Credit Suisse Securities (Usa) Llc,New York,NY,New York,NY,101754.0
I-200-19064-127254,Certified,2019-03-11,"Software Developers, Applications",Lex Nimble Solutions Inc,Schaumburg,IL,Lowell,AR,76523.0
I-200-22069-967086,Certified,2022-03-17,"Software Developers, Applications","Microstrategy, Inc.",Tysons Corner,VA,Tysons Corner,VA,119933.0
I-200-20162-643601,Certified,2020-06-17,Computer Programmers,"Hexaware Technologies, Inc.",Iselin,NJ,Chicago,IL,69638.0
I-200-19107-867870,Certified,2019-04-25,"Software Developers, Applications",Smart Erp Solutions Inc.,Pleasanton,CA,Pleasanton,CA,125112.0
I-200-20112-506264,Certified,2020-04-28,Electrical Engineers,"Integrated Roadways, Llc",Kansas City,MO,Kansas City,MO,68224.0
I-200-21099-212573,Certified,2021-04-16,Software Quality Assurance Engineers And Testers,"Infor (Us), Llc",New York,NY,New York,NY,91374.0
I-200-22076-988328,Certified,2022-03-24,Information Technology Project Managers,"The Emmes Company, Llc",Rockville,MD,Rockville,MD,141357.0
I-200-19086-107370,Certified,2019-04-02,Financial Managers,"Cumming Construction Management, Inc.",Murrieta,CA,North Charleston,SC,139734.0
I-200-19098-589296,Certified,2019-04-12,Computer Systems Analysts,Dynamic Itsolutions Inc,Overland Park,KS,Richardson,TX,80850.0
I-200-19080-990126,Certified,2019-03-27,"Software Developers, Applications","Mintex Tech, Inc.",Edison,NJ,Parsippany,NJ,93746.0
I-200-21110-240694,Certified,2021-04-27,"Dentists, General",Ace Dental06 Pc,Waco,TX,Waco,TX,129522.0
I-200-22144-203961,Certified,2022-06-01,Information Security Analysts,Cyber Dynamics Inc,Irving,TX,Long Beach,CA,96595.0
I-200-22019-837940,Certified,2022-01-26,"Software Developers, Applications",Abercrombie & Fitch Management Co.,New Albany,OH,New Albany,OH,85571.0
I-200-19079-782050,Certified,2019-03-27,"Software Developers, Applications","Servicenow, Inc.",Santa Clara,CA,San Diego,CA,104770.0
I-200-23137-028576,Certified,2023-05-24,Software Developers,"Computer Enterprises, Inc.",Pittsburgh,PA,Philadelphia,PA,114026.0
I-200-23041-765217,Certified,2023-02-17,Information Technology Project Managers,Tata Consultancy Services Limited,Rockville,MD,New York,NY,99466.0
I-200-20216-748203,Certified,2020-08-10,Computer Programmers,Mphasis Corporation,New York,NY,Woodland Hills,CA,65499.0
I-200-20281-866386,Certified,2020-10-15,"Software Developers, Applications",Kanap Systems Llc,Salem,NH,Franklin Lakes,NJ,100526.0
I-200-20178-683194,Withdrawn,2020-07-01,Computer Systems Analysts,"Harvest Software Solutions, Llc",Jacksonville,FL,Greenwood Village,CO,80101.0
I-200-20345-947490,Certified,2020-12-16,"Software Developers, Systems Software",American Family Mutual Insurance Company,Madison,WI,Madison,WI,67475.0
I-200-20106-488474,Certified,2020-04-22,Financial Analysts,Credit Suisse Securities (Usa) Llc,New York,NY,New York,NY,105622.0
I-200-21344-756872,Certified,2021-12-17,Network And Computer Systems Administrators,Amazon.com Services Llc,Seattle,WA,Seattle,WA,86237.0
I-200-20134-567936,Certified,2020-05-20,Logisticians,Lam Research Corporation,Fremont,CA,Fremont,CA,81016.0
I-200-19081-295929,Certified,2019-03-28,"Engineers, All Other","Aplomb Technologies, Inc.",Princeton,NJ,Westborough,MA,79518.0
I-200-22291-536109,Certified,2022-10-25,Software Developers,"Hms, A Gainwell Technologies Company",Irving,TX,Irving,TX,134992.0
I-200-21363-792282,Certified,2022-01-06,"Software Developers, Systems Software","Amazon Web Services, Inc.",Seattle,WA,New York,NY,101754.0
I-200-21117-261196,Certified,2021-05-04,Construction Managers,Jervis B. Webb Company,Novi,MI,Novi,MI,68661.0
I-200-21043-073469,Certified,2021-02-22,Materials Engineers,Intel Corporation,Santa Clara,CA,Rio Rancho,NM,126963.0
I-200-23052-789443,Certified,2023-02-28,Software Developers,Google Llc,Mountain View,CA,San Bruno,CA,132870.0
I-200-21344-758883,Certified,2021-12-17,"Software Developers, Systems Software",Apple Inc.,Cupertino,CA,Sunnyvale,CA,184080.0
I-200-21201-473667,Certified,2021-07-27,Architectural And Engineering Managers,"Tesla, Inc.",Palo Alto,CA,Fremont,CA,122283.0
I-200-20084-432305,Certified,2020-03-31,"Medical Scientists, Except Epidemiologists","The Leland Stanford, Jr University",Stanford,CA,Stanford,CA,57866.0
I-200-19199-625927,Certified,2019-09-13,"Software Developers, Applications",Accenture Llp,Chicago,IL,Charlotte,NC,124987.0
I-200-19319-148390,Certified,2019-11-22,Computer Systems Analysts,Cognizant Technology Solutions Us Corp,College Station,TX,Atlanta,GA,93413.0
I-200-22063-952126,Certified,2022-03-11,Electrical Engineers,Infineon Technologies Americas Corp.,El Segundo,CA,Livonia,MI,83262.0
I-200-22327-604776,Certified,2022-12-01,Computer Systems Analysts,Cummins Inc.,Nashville,TN,Columbus,IN,82576.0
I-200-23153-075601,Certified,2023-06-09,Software Developers,Caremark Llc,Woonsocket,RI,Pittsburgh,PA,117957.0
I-200-21348-764910,Certified,2021-12-21,Information Technology Project Managers,"Intone Networks, Inc.",Iselin,NJ,Princeton,NJ,82285.0
I-200-20164-650301,Certified,2020-06-19,Management Analysts,Panda Shack Central Kitchen Inc.,New York,NY,New York,NY,61672.0
I-200-20219-755357,Certified,2020-08-13,"Software Developers, Applications","Comcast Cable Communications, Llc",Philadelphia,PA,Philadelphia,PA,73715.0
I-200-21097-205067,Certified,2021-04-14,"Software Developers, Applications","Nemo It Solutions, Inc",Richardson,TX,Minneapolis,MN,88712.0
I-200-23123-989017,Certified,2023-05-10,"Mathematical Science Teachers, Postsecondary",Rollins College,Winter Park,FL,Winter Park,FL,52000.0
I-200-22027-856436,Certified,2022-02-02,"Software Developers, Systems Software",Tiktok Inc.,Culver City,CA,Bellevue,WA,162510.0
I-200-21133-311040,Certified,2021-05-20,Financial Analysts,Grant Thornton Llp,Chicago,IL,San Francisco,CA,94390.0
I-200-21314-696699,Certified,2021-11-18,"Software Developers, Applications",Amazon.com Services Llc,Seattle,WA,Seattle,WA,140920.0
I-200-22034-876920,Certified,2022-02-10,Business Intelligence Analysts,"Payward, Inc.",San Francisco,CA,San Francisco,CA,125486.0
I-200-20023-271689,Certified,2020-01-30,"Dentists, General","Sweet Smiles Family Dentistry, Llc",Grafton,WI,Milwaukee,WI,170061.0
I-200-19077-233196,Certified,2019-03-22,Network And Computer Systems Administrators,Arcus Technologies,Arlington Heights,IL,Tampa,FL,64958.0
I-200-19252-909476,Certified,2019-09-13,"Software Developers, Applications",Bitwise Inc.,Schaumburg,IL,Schaumburg,IL,81931.0
I-200-21289-649303,Certified,2021-10-22,Database Administrators,"T-Mobile Usa, Inc.",Bellevue,WA,Overland Park,KS,103314.0
I-200-19277-072686,Certified,2019-10-11,"Software Developers, Applications","Compunnel Software Group, Inc",Plainsboro,NJ,Charlotte,NC,89918.0
I-200-20072-403257,Certified - Withdrawn,2021-10-15,Financial Quantitative Analysts,Stifel Financial Corp.,St. Louis,MO,New York,NY,73861.0
I-200-19070-564080,Certified,2019-03-18,"Engineers, All Other","Integral Group, Inc.",Oakland,CA,Oakland,CA,63274.0
I-200-19136-302686,Certified,2019-05-22,Computer Systems Analyst,Cognizant Technology Solutions Us Corp,College Station,TX,Scottsdale,AZ,73258.0
I-200-22119-121120,Certified,2022-05-06,Network And Computer Systems Administrators,Nokia Of America Corporation,Murray Hill,NJ,Dallas,TX,89939.0
I-200-22171-297796,Certified,2022-06-27,"Software Developers, Applications","Unicorn Technologies,Llc",Alpharetta,GA,Redwood City,CA,121763.0
I-200-23158-086765,Certified,2023-06-14,Computer Systems Engineers/Architects,Tech Shapers Inc.,Irving,TX,Irving,TX,72966.0
I-200-22220-403676,Certified,2022-08-15,Computer And Information Research Scientists,Aml Rightsource Llc,Cleveland,OH,Dresher,PA,83803.0
I-200-20064-376775,Certified,2020-03-11,Information Technology Project Managers,"Qorvo Us, Inc.",Greensboro,NC,Greensboro,NC,101213.0
I-200-21308-686670,Certified,2021-11-12,Biochemists And Biophysicists,Glaxosmithkline Llc,Philadelphia,PA,West Conshohocken,PA,82389.0
I-200-22112-099290,Certified,2022-04-29,Mechatronics Engineers,"Multicorpos, Llc",Troy,MI,Troy,MI,61568.0
I-200-21153-362424,Certified,2021-06-09,"Software Developers, Applications",Minisoft Techonologies Llc,Houston,TX,Houston,TX,90022.0
I-200-23164-105273,Certified,2023-06-20,Software Developers,"Resource Stack, Inc",Broadlands,VA,New York,NY,109283.0
I-200-21062-117318,Certified,2021-03-10,"Software Developers, Applications","C.h. Robinson Shared Services, Inc.",Eden Prairie,MN,Eden Prairie,MN,105726.0
I-200-19238-180922,Certified,2019-08-30,Computer Systems Analyst,Cognizant Technology Solutions Us Corp,College Station,TX,Boston,MA,80850.0
I-200-20087-441620,Certified,2020-04-03,Market Research Analysts And Marketing Specialists,"Genentech Usa, Inc.",South San Francisco,CA,South San Francisco,CA,108347.0
I-200-20050-335763,Certified,2020-02-26,Software Quality Assurance Engineers And Testers,Jazz Solutions Inc,Ashburn,VA,Ashburn,VA,134597.0
I-200-20132-558181,Certified,2020-05-18,Psychiatrists,Yale University,New Haven,CT,West Haven,CT,72753.0
I-200-23041-764969,Withdrawn,2023-02-10,Computer Programmers,Margin5 Solutions Inc.,Iselin,NJ,North Brunswick Township,NJ,80725.0
I-200-20007-237957,Certified,2020-01-14,Computer Systems Analysts,Sas Institute Inc.,Cary,NC,Cary,NC,110323.0
I-200-20233-778954,Certified,2020-08-27,Financial Managers,"Bdt Capital Partners, Llc",Chicago,IL,New York,NY,164278.0
I-200-21322-713231,Certified,2021-11-26,"Software Developers, Applications","Meta Platforms, Inc.",Menlo Park,CA,Sunnyvale,CA,184080.0
I-200-19312-134768,Certified,2019-11-18,Computer Systems Analysts,Cognizant Technology Solutions Us Corp,College Station,TX,Charlotte,NC,96158.0
I-200-22138-187715,Certified,2022-05-25,"Software Developers, Systems Software","Airbnb, Inc.",San Francisco,CA,San Francisco,CA,144726.0
I-200-20037-304480,Certified,2020-02-13,Operations Research Analysts,Google Llc,Mountain View,CA,Sunnyvale,CA,53165.0
I-200-22137-179068,Certified,2022-05-24,Statisticians,Amazon.com Services Llc,Seattle,WA,"Virginia Beach,",VA,70824.0
I-200-20036-298730,Certified,2020-02-12,Accountants And Auditors,Ernst & Young U.s. Llp,Secaucus,NJ,Los Angeles,CA,49566.0
I-200-22230-425460,Certified - Withdrawn,2022-08-25,Software Quality Assurance Analysts And Testers,Orion Systems Integrators Llc,Edison,NJ,Santa Clara,CA,113110.0
I-200-22163-271011,Certified,2022-06-17,"Software Developers, Applications",Genesis Software Solutions Inc,Farmington Hills,MI,Farmington,MI,80163.0
I-200-21323-715587,Certified,2021-11-29,"Software Developers, Systems Software",Amazon.com Services Llc,Seattle,WA,Seattle,WA,119350.0
I-200-19067-249215,Certified - Withdrawn,2019-03-15,"Software Developers, Applications","Valassis Communications, Inc.",Livonia,MI,Windsor,CT,86299.0
I-200-19182-966920,Certified,2019-07-08,"Electronics Engineers, Except Computer","Marvell Semiconductor, Inc.",Santa Clara,CA,Santa Clara,CA,149311.0
I-200-20273-849611,Certified,2020-10-06,"Computer Occupations, All Other","Capgemini America, Inc.",Chicago,IL,Sterling Heights,MI,62213.0
I-200-22136-177017,Certified,2022-05-23,"Software Developers, Applications",Eficens Systems Llc,Suwanee,GA,Farmers Branch,TX,94037.0
I-200-19259-627313,Certified,2019-09-20,Social And Community Service Managers,"Sunshine Sachs & Associates West, Llc",Los Angeles,CA,Los Angeles,CA,99366.0
I-200-23072-841579,Certified,2023-03-20,Operations Research Analysts,Ernst & Young U.s. Llp,Secaucus,NJ,West Windsor,NJ,71677.0
I-200-21148-352496,Certified,2021-06-07,"Software Developers, Applications","Zensar Technologies, Inc.",Chicago,IL,Corte Madera,CA,120931.0
I-200-21144-338632,Certified,2021-06-01,Computer Systems Engineers/Architects,Vr Networks Inc.,New York,NY,New York,NY,91374.0
I-200-21083-172331,Certified,2021-03-31,Operations Research Analysts,Wealthfront Corporation,Palo Alto,CA,Palo Alto,CA,99258.0
I-200-20289-879741,Withdrawn,2020-10-15,Biochemists And Biophysicists,"University Of California, San Francisco",San Francisco,CA,San Francisco,CA,64008.0
I-200-21162-389352,Certified,2021-06-21,"Software Developers, Applications",Ford Motor Company,Dearborn,MI,Lewis Center,OH,83075.0
I-200-22235-433784,Certified,2022-08-30,Electrical Engineers,Apple Inc.,Cupertino,CA,Sunnyvale,CA,173056.0
I-200-22067-961130,Certified,2022-03-15,"Software Developers, Applications","Randstad Technologies, Llc",Woburn,MA,Smyrna,GA,87485.0
I-200-21237-545270,Certified,2021-09-01,Information Technology Project Managers,"Matrix Resources, Inc.",Atlanta,GA,Katy,TX,105394.0
I-200-21172-415942,Certified,2021-06-28,"Business Teachers, Postsecondary",University Of Hawaii,Honolulu,HI,Honolulu,HI,75720.0
I-200-20245-798399,Withdrawn,2020-09-08,Business Intelligence Analysts,Ellie Mae Inc.,Pleasanton,CA,Pleasanton,CA,145205.0
I-200-20036-300755,Certified,2020-02-12,Materials Scientists,"Uchicago Argonne, Llc",Lemont,IL,Lemont,IL,43160.0
I-200-20008-238910,Certified,2020-01-15,Computer Systems Analysts,Cognizant Technology Solutions Us Corp,College Station,TX,Rocky Hill,CT,81890.0
I-200-22282-518921,Certified,2022-10-17,Computer Systems Analysts,Cognizant Technology Solutions Us Corp,College Station,TX,Alpharetta,GA,102211.0
I-200-21236-540518,Certified,2021-08-31,"Software Developers, Applications",Microsoft Corporation,Redmond,WA,Redmond,WA,140920.0
I-200-22262-480269,Certified,2022-09-26,Software Developers,"Growing Energy Labs, Inc.",San Francisco,CA,San Francisco,CA,132870.0
I-200-21181-435198,Certified,2021-07-08,"Software Developers, Applications","Morgan Stanley Services Group, Inc.",New York,NY,New York,NY,122221.0
I-200-19066-116320,Certified,2019-03-13,"Software Developers, Systems Software",Lex Nimble Solutions Inc,Schaumburg,IL,Lansing,MI,63502.0
I-200-19172-818048,Certified,2019-07-08,Computer Programmers,"Winxnet, Inc.",Portland,ME,Portland,ME,60050.0
I-200-20132-559599,Certified,2020-05-18,"Software Developers, Applications",Imr Soft Llc,Princeton,NJ,Jersey City,NJ,96595.0
I-200-23097-913171,Certified,2023-04-14,Management Analysts,Microsoft Corporation,Redmond,WA,Redmond,WA,121430.0
I-200-19038-736648,Certified,2019-02-13,"Software Developers, Applications",Ibm Corporation,Durham,NC,Austin,TX,88483.0
I-200-22130-157449,Certified,2022-05-17,Computer Systems Analysts,Cognizant Technology Solutions Us Corp,College Station,TX,Stamford,CT,116106.0
I-200-22098-052674,Certified,2022-04-15,"Software Developers, Applications","Kunai, Inc.",Danville,CA,Long Beach,CA,96907.0
I-200-21274-618491,Certified,2021-10-08,Computer Systems Analysts,"Cisco Systems, Inc.",San Jose,CA,San Jose,CA,129615.0
I-200-22284-521816,Certified,2022-10-18,Software Developers,I5 Tech Inc,Edison,NJ,Basking Ridge,NJ,109283.0
I-200-22347-637831,Certified,2022-12-20,Software Developers,"7-Eleven, Inc.",Irving,TX,Irving,TX,134992.0
I-200-19102-840011,Certified,2019-04-19,"Software Developers, Systems Software","Cisco Systems, Inc.",San Jose,CA,San Jose,CA,130736.0
I-200-20134-569009,Certified,2020-05-20,Regulatory Affairs Specialists,"Unicon Sciences, Inc.",South Plainfield,NJ,Woodcliff Lake,NJ,67434.0
I-200-19086-178739,Certified,2019-04-02,"Software Developers, Applications",Vcloud Solutions Inc,Edison,NJ,Somerset,NJ,93746.0
I-200-20206-734914,Certified,2020-07-31,"Medical Scientists, Except Epidemiologists",The University Of Alabama At Birmingham,Birmingham,AL,Birmingham,AL,77126.0
I-200-19071-714990,Certified,2019-03-19,Computer And Information Systems Managers,"Amazon Web Services, Inc.",Seattle,WA,Seattle,WA,133702.0
I-200-21279-628491,Certified,2021-10-14,Chemists,"Raritan Pharmaceuticals, Inc.",East Brunswick,NJ,East Brunswick,NJ,97198.0
I-200-20210-739149,Certified,2020-08-04,Database Administrators,"Dnpr Services, Llc",Boulder,CO,Charlotte,NC,119538.0
I-200-22297-547394,Certified,2022-10-31,"Computer Science Teachers, Postsecondary",Trustees Of Boston University,Boston,MA,Boston,MA,56870.0
I-200-19352-204731,Certified,2019-12-26,Industrial Engineers,Dell Products L.p.,Round Rock,TX,Austin,TX,99841.0
I-200-23142-042385,Certified,2023-05-29,Management Analysts,"Exlservice.com, Llc",New York,NY,Jersey City,NJ,97198.0
I-200-19327-163974,Certified,2019-12-02,"Software Developers, Systems Software",Visa Technology & Operations Llc,Foster City,CA,Foster City,CA,115000.0
I-200-22103-065619,Certified,2022-04-20,Financial Analysts,Greystone Servicing Company Llc,New York,NY,Irving,TX,72322.0
I-200-19296-104213,Certified,2019-10-30,"Software Developers, Systems Software","Vitesco Technologies Usa, Llc",Auburn Hills,MI,Auburn Hills,MI,90189.0
I-200-21026-035019,Certified,2021-02-02,"Software Developers, Applications",Nisum Technologies Inc,Brea,CA,San Francisco,CA,120931.0
I-200-19060-245032,Certified,2019-03-09,"Computer Occupations, All Other",Toyota Connected North America Inc.,Plano,TX,Plano,TX,80974.0
I-200-19024-411548,Certified,2019-01-30,Computer Systems Analyst,Cognizant Technology Solutions Us Corp,College Station,TX,Hillsboro,OR,78187.0
I-200-22258-474962,Certified,2022-09-22,Software Developers,"Etq, Llc",Burlington,MA,Burlington,MA,108181.0
I-200-22111-093643,Certified,2022-04-28,"Software Developers, Applications","Oncorre, Inc.",Bridgewater,NJ,Bridgewater,NJ,101754.0
I-200-21134-315350,Certified,2021-05-21,"Software Developers, Applications",Capgemini America Inc,Chicago,IL,Richardson,TX,93558.0
I-200-19076-003880,Withdrawn,2019-03-17,"Software Developers, Applications",Klaxontech Inc,New York,NY,Denver,CO,87173.0
I-200-22284-521427,Certified,2022-10-18,Accountants And Auditors,Ernst & Young U.s. Llp,Secaucus,NJ,Washington,DC,80912.0
I-200-21354-776116,Certified,2021-12-28,"Software Developers, Applications","Zonestra Technologies, Llc",Austin,TX,Austin,TX,90750.0
I-200-19038-887735,Certified,2019-02-13,"Software Developers, Applications",Knowledgent Group Inc.,Bridgewater,NJ,Bridgewater,NJ,132766.0
I-200-20281-861739,Certified,2020-10-14,"Architects, Except Landscape And Naval",Sage Architectural Alliance Llc,Seattle,WA,Seattle,WA,58926.0
I-200-22017-833319,Certified,2022-01-24,"Software Developers, Applications",Amazon.com Services Llc,Seattle,WA,Seattle,WA,119350.0
I-200-23165-109487,Certified,2023-06-21,"Health Specialties Teachers, Postsecondary",Charles R. Drew University Of Medicine And Science,Los Angeles,CA,Los Angeles,CA,71860.0
I-200-19050-834284,Certified,2019-03-01,"Electronics Engineers, Except Computer",Intel Corporation,Santa Clara,CA,Chandler,AZ,78562.0
I-200-22160-263677,Certified,2022-06-16,"Software Developers, Systems Software","Cisco Systems, Inc.",San Jose,CA,Milpitas,CA,157477.0
I-200-19095-215651,Certified - Withdrawn,2019-04-15,Computer Network Architects,Csl Behring L.l.c.,King Of Prussia,PA,Boca Raton,FL,68931.0
I-200-22272-500502,Certified,2022-10-05,Software Developers,"3e Company Environmental, Ecological And Engineering (Dba 3e)",Carlsbad,CA,Coppell,TX,116938.0
I-200-23128-000233,Certified,2023-05-15,Software Developers,Microsoft Corporation,Redmond,WA,Redmond,WA,148013.0
I-200-20345-951805,Certified,2020-12-17,Computer Systems Analysts,Octahedron Llc,Blaine,MN,Minneapolis,MN,113734.0
I-200-20346-953117,Certified,2020-12-18,"Healthcare Practitioners And Technical Workers, All Other",Icahn School Of Medicine At Mount Sinai,New York,NY,New York,NY,70387.0
I-200-22165-276836,Certified,2022-06-22,"Sales Representatives, Wholesale And Manufacturing, Technical And Scientific Products",Mindtree Limited,Warren,NJ,St. Louis Park,MN,46966.0
I-200-22228-418240,Certified,2022-08-23,Software Developers,Tango Management Consulting Llc,Dallas,TX,Dallas,TX,116938.0
I-200-23107-939172,Certified,2023-04-24,"Geography Teachers, Postsecondary",University Of Oklahoma,Norman,OK,Norman,OK,52790.0
I-200-20064-374875,Certified,2020-03-11,"Software Developers, Applications",Morgan Stanley Services Group Inc.,New York,NY,New York,NY,117021.0
I-200-22028-861075,Certified,2022-02-04,"Software Developers, Applications","Nextroll, Inc.",San Francisco,CA,San Francisco,CA,167710.0
I-200-20164-650614,Certified,2020-06-19,Food Service Managers,1855 Inc.,Boston,MA,Boston,MA,69930.0
I-200-23143-045343,Certified,2023-05-30,Business Intelligence Analysts,Guidehouse Inc.,Mclean,VA,Boston,MA,58198.0
I-200-22053-919805,Certified,2022-03-01,"Engineering Teachers, Postsecondary",The University Of Iowa,Iowa City,IA,Iowa City,IA,84147.0
I-200-23052-791200,Certified,2023-02-28,Computer Systems Engineers/Architects,Tata Consultancy Services Limited,Rockville,MD,Wilmington,DE,75546.0
I-200-20338-937326,Withdrawn,2020-12-09,Mechanical Engineers,Georgia Institute Of Technology,Atlanta,GA,Atlanta,GA,55557.0
I-200-22052-917049,Withdrawn,2022-02-23,Computer Systems Analysts,Accenture Llp,Chicago,IL,Indianapolis,IN,83304.0
I-200-21287-644138,Certified,2021-10-21,Management Analysts,"Cisco Systems, Inc.",San Jose,CA,San Jose,CA,136573.0
I-200-22276-506215,Certified,2022-10-11,Software Developers,"Ameriprise Financial, Inc.",Minneapolis,MN,Minneapolis,MN,113152.0
I-200-19075-499150,Certified,2019-03-21,Computer Network Architects,"Trg Networking, Inc.",Owings Mills,MD,Owings Mills,MD,62026.0
I-200-19192-624083,Certified,2019-07-17,"Engineers, All Other",Fusion Life Sciences Technologies Llc,Alpharetta,GA,Andover,MA,92165.0
