,CASE_NUMBER,CASE_STATUS,DECISION_DATE,SOC_TITLE,EMPLOYER_NAME,WORKSITE_CITY,WORKSITE_STATE,PREVAILING_WAGE,state_name,popullation
2404604,I-200-20345-951115,Certified,2020-12-17,"Software Developers, Applications","Hashmap, Inc.",Roswell,GA,103501.0,Georgia,10912876.0
2404605,I-200-20346-951932,Certified,2020-12-17,"Software Developers, Applications",Epam Systems Inc.,Westport,CT,100838.0,Connecticut,3626205.0
2404606,I-200-20345-948541,Certified,2020-12-17,"Software Developers, Applications",Amazon.com Services Llc,Seattle,WA,138319.0,Washington,7785786.0
2404607,I-200-20345-948589,Certified,2020-12-17,"Software Developers, Applications",Microsoft Corporation,Redmond,WA,92102.0,Washington,7785786.0
2404608,I-200-20345-950102,Certified,2020-12-17,Information Technology Project Managers,Goldman Sachs & Co. Llc,Boca Raton,FL,57741.0,Florida,22244823.0
2404609,I-200-20345-950345,Certified,2020-12-17,"Biological Scientists, All Other",Mayo Clinic,Rochester,MN,42890.0,Minnesota,5717184.0
2404610,I-200-20345-951463,Certified,2020-12-17,Operations Research Analysts,"General Motors Financial Company, Inc.",Fort Worth,TX,104000.0,Texas,30029572.0
2404611,I-200-20345-949735,Certified,2020-12-17,Mechanical Engineers,General Motors Company,Warren,MI,82555.0,Michigan,10034113.0
2404612,I-200-20345-950500,Certified,2020-12-17,"Financial Managers, Branch Or Department",Evoqua Water Technologies Llc,Thomasville,GA,81931.0,Georgia,10912876.0
2404613,I-200-20345-949747,Certified,2020-12-17,"Software Developers, Applications",Lincoln National Corporation,Dover,NH,90542.0,New Hampshire,1395231.0
2404614,I-200-20345-951191,Certified,2020-12-17,"Software Developers, Applications",American Family Mutual Insurance Company,Madison,WI,67475.0,Wisconsin,5892539.0
2404615,I-200-20345-949051,Certified,2020-12-17,"Software Developers, Systems Software","R.b. Distribution, Inc.",Colmar,PA,121909.0,Pennsylvania,12972008.0
2404616,I-200-20345-951534,Certified,2020-12-17,Network And Computer Systems Administrators,Ccc Information Services Inc.,Chicago,IL,74547.0,Illinois,12582032.0
2404617,I-200-20345-949848,Certified,2020-12-17,Electrical Engineers,General Motors Company,Warren,MI,81827.0,Michigan,10034113.0
2404618,I-200-20345-948353,Certified,2020-12-17,Accountants And Auditors,Ernst & Young U.s. Llp,Chicago,IL,64376.0,Illinois,12582032.0
2404619,I-200-20345-949590,Certified,2020-12-17,Financial Analysts,Tang Media Partners Llc,Los Angeles,CA,114317.0,California,39029342.0
2404620,I-200-20345-951509,Certified,2020-12-17,Mechanical Engineers,Cummins Inc.,Columbus,IN,94494.0,Indiana,6833037.0
2404621,I-200-20345-951737,Certified,2020-12-17,Computer Systems Analysts,Valero Energy Corporation,San Antonio,TX,118914.0,Texas,30029572.0
2404622,I-200-20345-949234,Certified,2020-12-17,Financial Analysts,Kkr Capstone Americas Llc,New York,NY,102024.0,New York,19677151.0
2404623,I-200-20346-952174,Certified,2020-12-17,Business Intelligence Analysts,Verizon Data Services Llc,Irving,TX,93538.0,Texas,30029572.0
2404624,I-200-20345-951709,Certified,2020-12-17,"Software Developers, Applications","Ice Data Indices, Llc",Plainsboro,NJ,143936.0,New Jersey,9261699.0
2404625,I-200-20345-950907,Certified,2020-12-17,Mechanical Engineers,Zoox Inc.,Foster City,CA,123261.0,California,39029342.0
2404626,I-200-20345-951369,Certified,2020-12-17,"Software Developers, Systems Software","Rivian Automotive, Llc",Palo Alto,CA,145725.0,California,39029342.0
2404627,I-200-20345-948183,Certified,2020-12-17,"Software Developers, Applications","Box, Inc.",Redwood City,CA,169562.0,California,39029342.0
2404628,I-200-20345-950777,Certified,2020-12-17,Electrical Engineers,"Tjc & Associates, Inc.",Oakland,CA,80163.0,California,39029342.0
2404629,I-200-20345-951584,Certified,2020-12-17,Computer Systems Analysts,"Logi Analytics, Inc.",Ashburn,VA,89149.0,Virginia,8683619.0
2404630,I-200-20345-949004,Certified,2020-12-17,Architectural And Engineering Managers,Bayer Cropscience Lp,Muscatine,IA,102794.0,Iowa,3200517.0
2404631,I-200-20346-952260,Certified,2020-12-17,"Software Developers, Applications",Vanderbilt University Medical Center,Nashville,TN,76315.0,Tennessee,7051339.0
2404632,I-200-20345-950055,Certified,2020-12-17,Computer Systems Analysts,International Business Machines Corporation,Richardson,TX,97240.0,Texas,30029572.0
2404633,I-200-20345-948888,Certified,2020-12-17,"Software Developers, Systems Software","Pinterest, Inc.",San Francisco,CA,120931.0,California,39029342.0
2404634,I-200-20345-948478,Certified,2020-12-17,"Software Developers, Applications",The Hibbert Company,Trenton,NJ,107162.0,New Jersey,9261699.0
2404635,I-200-20345-950093,Certified,2020-12-17,"Software Developers, Applications","Randstad Technologies, Llc",St. Louis Park,MN,105726.0,Minnesota,5717184.0
2404636,I-200-20345-951168,Certified,2020-12-17,Information Technology Project Managers,"Fujitsu America, Inc.",Marietta,GA,94453.0,Georgia,10912876.0
2404637,I-200-20345-951706,Certified,2020-12-17,"Software Developers, Applications","Ripple Labs, Inc.",San Francisco,CA,145246.0,California,39029342.0
2404638,I-200-20345-949349,Certified,2020-12-17,Statisticians,"Mckinsey & Company, Inc. United States",New York,NY,124405.0,New York,19677151.0
2404639,I-200-20345-949554,Certified,2020-12-17,"Medical Scientists, Except Epidemiologists",Ideaya Biosciences Inc.,South San Francisco,CA,98654.0,California,39029342.0
2404640,I-200-20345-949871,Certified,2020-12-17,"Software Developers, Applications",Amazon.com Services Llc,San Francisco,CA,120931.0,California,39029342.0
2404641,I-200-20345-948808,Certified,2020-12-17,Business Intelligence Analysts,Amazon.com Services Llc,Seattle,WA,97510.0,Washington,7785786.0
2404642,I-200-20345-950165,Certified,2020-12-17,"Software Developers, Systems Software",General Motors Company,Warren,MI,95160.0,Michigan,10034113.0
2404643,I-200-20345-951671,Certified,2020-12-17,Market Research Analysts And Marketing Specialists,"Applied Materials, Inc.",Santa Clara,CA,124717.0,California,39029342.0
2404644,I-200-20346-952122,Certified,2020-12-17,"Software Developers, Applications","Rbus, Inc.",Louisville,KY,73757.0,Kentucky,4512310.0
2404645,I-200-20345-949812,Certified,2020-12-17,"Software Developers, Applications","Yantriks, Llc",San Diego,CA,130257.0,California,39029342.0
2404646,I-200-20345-951087,Certified,2020-12-17,"Software Developers, Applications",Susash Consulting Services Llc,Lorain,OH,87006.0,Ohio,11756058.0
2404647,I-200-20345-951136,Certified,2020-12-17,"Software Developers, Applications","Bluware, Inc.",Houston,TX,123323.0,Texas,30029572.0
2404648,I-200-20345-951296,Certified,2020-12-17,Materials Scientists,Auburn University,Auburn,AL,63149.0,Alabama,5074296.0
2404649,I-200-20345-950766,Certified,2020-12-17,Computer Systems Analysts,Ibm India Private Limited,Bloomington,NJ,92269.0,New Jersey,9261699.0
2404650,I-200-20345-950883,Certified,2020-12-17,"Biological Science Teachers, Postsecondary",North Dakota State University,Fargo,ND,53970.0,North Dakota,779261.0
2404651,I-200-20345-949433,Certified,2020-12-17,Accountants And Auditors,Pricewaterhousecoopers Llp,Los Angeles,CA,97885.0,California,39029342.0
2404652,I-200-20345-948758,Certified,2020-12-17,Mechanical Engineers,Dassault Systemes Simulia Corp.,Johnston,RI,83158.0,Rhode Island,1093734.0
2404653,I-200-20345-951391,Certified,2020-12-17,"Biological Scientists, All Other",The Scripps Research Institute,La Jolla,CA,63294.0,California,39029342.0
2404654,I-200-20345-949169,Certified,2020-12-17,Information Technology Project Managers,"American Express Travel Related Services Company, Inc.",New York,NY,114962.0,New York,19677151.0
2404655,I-200-20346-952025,Certified,2020-12-17,Market Research Analysts And Marketing Specialists,"Hotwire, Inc.",Seattle,WA,94411.0,Washington,7785786.0
2404656,I-200-20345-949049,Certified,2020-12-17,"Software Developers, Applications","Wal-Mart Associates, Inc.",Bentonville,AR,76440.0,Arkansas,3045637.0
2404657,I-200-20345-951721,Certified,2020-12-17,"Software Developers, Systems Software","Oracle America, Inc.",Bellevue,WA,129670.0,Washington,7785786.0
2404658,I-200-20345-951192,Certified,2020-12-17,"Software Developers, Applications","Onesignal, Inc.",San Mateo,CA,120931.0,California,39029342.0
2404659,I-200-20345-948904,Certified,2020-12-17,"Software Developers, Applications",Cigna Health & Life Insurance Company,Glen Allen,VA,102107.0,Virginia,8683619.0
2404660,I-200-20345-949889,Certified,2020-12-17,Industrial Engineers,"Mynd Management, Inc.",Oakland,CA,93995.0,California,39029342.0
2404661,I-200-20345-948534,Certified,2020-12-17,"Software Developers, Applications","Ansys, Inc.",Canonsburg,PA,80142.0,Pennsylvania,12972008.0
2404662,I-200-20345-949972,Certified,2020-12-17,Data Warehousing Specialists,Barclays Services Corp.,Whippany,NJ,91374.0,New Jersey,9261699.0
2404663,I-200-20345-950692,Certified,2020-12-17,"Software Developers, Systems Software",Cognitive Scale Inc.,Austin,TX,87589.0,Texas,30029572.0
2404664,I-200-20346-952072,Certified,2020-12-17,Computer Systems Engineers/Architects,"Cisco Systems, Inc.",Research Triangle Park,NC,82909.0,North Carolina,10698973.0
2404665,I-200-20345-950861,Certified,2020-12-17,"Software Developers, Applications","Macy's Systems And Technology, Inc.",Johns Creek,GA,121139.0,Georgia,10912876.0
2404666,I-200-20345-950506,Certified,2020-12-17,"Software Developers, Applications",The Prudential Insurance Company Of America,Roseland,NJ,127816.0,New Jersey,9261699.0
2404667,I-200-20345-948419,Certified,2020-12-17,Database Administrators,Ibm India Private Limited,San Jose,CA,140566.0,California,39029342.0
2404668,I-200-20345-949573,Certified,2020-12-17,"Software Developers, Applications","Caredx, Inc.",Omaha,NE,93038.0,Nebraska,1967923.0
2404669,I-200-20345-950261,Certified,2020-12-17,"Educational, Guidance, School, And Vocational Counselors",Rensselaer Polytechnic Institute,Troy,NY,43243.0,New York,19677151.0
2404670,I-200-20345-950470,Certified,2020-12-17,Industrial Engineers,Dell Products L.p.,Austin,TX,113290.0,Texas,30029572.0
2404671,I-200-20345-949168,Certified,2020-12-17,Validation Engineers,Abbott Rapid Diagnostics Scarborough,Westbrook,ME,58677.0,Maine,1385340.0
2404672,I-200-20345-948431,Certified,2020-12-17,Information Technology Project Managers,Accenture Llp,Charlotte,NC,113318.0,North Carolina,10698973.0
2404673,I-200-20345-949739,Certified,2020-12-17,"Software Developers, Systems Software",Iqubetechnologies Inc,Piscataway Township,NJ,100526.0,New Jersey,9261699.0
2404674,I-200-20345-949651,Certified,2020-12-17,General And Operations Managers,"Direct Energy, Lp",Houston,TX,163904.0,Texas,30029572.0
2404675,I-200-20345-951631,Certified,2020-12-17,Business Intelligence Analysts,Amazon.com Services Llc,Seattle,WA,77875.0,Washington,7785786.0
2404676,I-200-20345-949725,Certified,2020-12-17,"Software Developers, Applications, R&D",Trustees Of The University Of Pennsylvania,Philadelphia,PA,74526.0,Pennsylvania,12972008.0
2404677,I-200-20345-950539,Certified,2020-12-17,Clinical Data Managers,"Beigene Usa, Inc.",Cambridge,MA,100942.0,Massachusetts,6981974.0
2404678,I-200-20345-949817,Certified,2020-12-17,Software Quality Assurance Engineers And Testers,Vertisystem Inc.,Las Vegas,NV,76149.0,Nevada,3177772.0
2404679,I-200-20345-951219,Certified,2020-12-17,Mathematicians,"Charles Schwab And Company, Inc.",Lone Tree,CO,81952.0,Colorado,5839926.0
2404680,I-200-20345-948828,Certified,2020-12-17,Software Quality Assurance Engineers And Testers,"Se2, Llc",Topeka,KS,44949.0,Kansas,2937150.0
2404681,I-200-20345-949318,Certified,2020-12-17,"Software Developers, Applications","Verity Solutions Group, Inc",Bothel,WA,113110.0,Washington,7785786.0
2404682,I-200-20345-948567,Certified,2020-12-17,"Software Developers, Applications",Deloitte Consulting Llp,Boston,MA,135658.0,Massachusetts,6981974.0
2404683,I-200-20345-949953,Certified,2020-12-17,"Software Developers, Applications",Great West Life & Annuity Life Insurance Company,Unionville,CT,117021.0,Connecticut,3626205.0
2404684,I-200-20345-949331,Certified,2020-12-17,Biochemists And Biophysicists,Trustees Of The University Of Pennsylvania,Philadelphia,PA,56264.0,Pennsylvania,12972008.0
2404685,I-200-20345-949508,Certified,2020-12-17,"Software Developers, Applications",Orrba Systems Llc,Frisco,TX,76752.0,Texas,30029572.0
2404686,I-200-20345-950507,Certified,2020-12-17,Chemical Engineers,"Certainteed Gypsum Operating Company, Llc",Buchanan,NY,83470.0,New York,19677151.0
2404687,I-200-20346-951837,Certified,2020-12-17,"Software Developers, Applications",Valero Energy Corporation,San Antonio,TX,126110.0,Texas,30029572.0
2404688,I-200-20346-951989,Certified,2020-12-17,"Software Developers, Applications, Non R&D",Miami University,Oxford,OH,63274.0,Ohio,11756058.0
2404689,I-200-20345-949506,Certified,2020-12-17,"Mathematical Science Teachers, Postsecondary",Frostburg State University,Frostburg,MD,28370.0,Maryland,6164660.0
2404690,I-200-20345-949075,Certified,2020-12-17,Mechanical Engineers,Saint-Gobain Performance Plastics Corporation,Gaithersburg,MD,98114.0,Maryland,6164660.0
2404691,I-200-20346-952087,Certified,2020-12-17,Computer Network Architects,"Anaplan, Inc.",San Francisco,CA,161304.0,California,39029342.0
2404692,I-200-20345-948950,Certified,2020-12-17,"Software Developers, Applications","American Express Travel Related Services Company, Inc.",Phoenix,AZ,101109.0,Arizona,7359197.0
2404693,I-200-20345-948886,Certified,2020-12-17,Regulatory Affairs Specialists,"Premier Research International, Llc.",Newark,CA,92955.0,California,39029342.0
2404694,I-200-20345-950365,Certified,2020-12-17,"Medical Scientists, Except Epidemiologists",Indiana University Purdue University Indianapolis,Indianapolis,IN,77126.0,Indiana,6833037.0
2404695,I-200-20345-949194,Certified,2020-12-17,"Software Developers, Systems Software","Draeger Medical Systems, Inc.",Andover,MA,96242.0,Massachusetts,6981974.0
2404696,I-200-20345-950693,Certified,2020-12-17,"Software Developers, Systems Software","Zscaler, Inc.",San Jose,CA,120578.0,California,39029342.0
2404697,I-200-20345-950425,Certified,2020-12-17,"Software Developers, Applications",Humana Inc.,Louisville,KY,103355.0,Kentucky,4512310.0
2404698,I-200-20345-951555,Certified,2020-12-17,Statisticians,"Cape Analytics, Inc.",Mountain View,CA,120827.0,California,39029342.0
2404699,I-200-20345-951018,Certified,2020-12-17,"Dentists, General",Great Lakes Bay Health Centers,Owosso,MI,133700.0,Michigan,10034113.0
2404700,I-200-20345-951764,Certified,2020-12-17,"Software Developers, Applications","Drivetime Automotive Group, Inc.",Tempe,AZ,101109.0,Arizona,7359197.0
2404701,I-200-20345-949493,Certified,2020-12-17,"Software Developers, Applications","Amazon Web Services, Inc.",Humble,TX,73362.0,Texas,30029572.0
2404702,I-200-20345-951608,Certified,2020-12-17,"Psychology Teachers, Postsecondary",University Of North Florida,Jacksonville,FL,46850.0,Florida,22244823.0
2404703,I-200-20345-950103,Certified,2020-12-17,"Software Developers, Applications",Greensky Administrative Services Llc,Alpharetta,GA,103501.0,Georgia,10912876.0
2404704,I-200-20345-950178,Certified,2020-12-17,Accountants And Auditors,Pricewaterhousecoopers Llp,Charlotte,NC,52416.0,North Carolina,10698973.0
2404705,I-200-20345-951025,Certified,2020-12-17,Data Warehousing Specialists,"Indeed, Inc.",Stamford,CT,72530.0,Connecticut,3626205.0
2404706,I-200-20345-951283,Certified,2020-12-17,Database Administrators,Vesta Corporation,Byron Center,MI,84739.0,Michigan,10034113.0
2404707,I-200-20345-951074,Certified,2020-12-17,Database Administrators,Cigna Health & Life Insurance Company,Nashville,TN,102523.0,Tennessee,7051339.0
2404708,I-200-20345-949495,Certified,2020-12-17,Biochemists And Biophysicists,Amgen Incorporated,South San Francisco,CA,124405.0,California,39029342.0
2404709,I-200-20346-951916,Certified,2020-12-17,"Software Developers, Applications",Meltwater News Us Inc.,Manchester,NH,97302.0,New Hampshire,1395231.0
2404710,I-200-20345-948585,Certified,2020-12-17,"Software Developers, Applications",The Nature's Bounty Co.,Englishtown,NJ,122221.0,New Jersey,9261699.0
2404711,I-200-20345-949482,Certified,2020-12-17,Software Quality Assurance Engineers And Testers,Ibm India Private Limited,Charlotte,NC,93413.0,North Carolina,10698973.0
2404712,I-200-20345-950217,Certified,2020-12-17,Biochemists And Biophysicists,The Curators Of The University Of Missouri,Columbia,MO,40768.0,Missouri,6177957.0
2404713,I-200-20345-950402,Certified,2020-12-17,Bioinformatics Scientists,"Affinia Therapeutics, Inc.",Waltham,MA,81682.0,Massachusetts,6981974.0
2404714,I-200-20345-951655,Certified,2020-12-17,Accountants And Auditors,"Weaver And Tidwell, L.l.p.",Houston,TX,68120.0,Texas,30029572.0
2404715,I-200-20345-950019,Certified,2020-12-17,Information Technology Project Managers,"Stratus Technologies, Inc.",Maynard,MA,108597.0,Massachusetts,6981974.0
2404716,I-200-20346-952294,Certified,2020-12-17,Graphic Designers,"M. Arthur Gensler Jr. & Associates, Inc.",San Jose,CA,70450.0,California,39029342.0
